CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12590.0,189,70,9861.38,1,Dormant Customers
12591.0,316,26,452.84999999999997,2,New Customers
12592.0,91,18,437.6,3,One-Time Big Spenders
12593.0,108,21,418.09999999999997,3,One-Time Big Spenders
12594.0,37,119,3320.2200000000003,0,Loyal Customers
12596.0,50,27,618.27,3,One-Time Big Spenders
12597.0,18,214,3683.13,0,Loyal Customers
12598.0,9,133,3002.68,0,Loyal Customers
12599.0,28,62,1032.58,0,Loyal Customers
12600.0,28,65,2581.04,0,Loyal Customers
12601.0,189,29,569.5600000000001,1,Dormant Customers
12602.0,58,12,153.12,3,One-Time Big Spenders
12603.0,21,3,739.1999999999999,0,Loyal Customers
12604.0,78,16,254.18,3,One-Time Big Spenders
12605.0,364,3,-7.5,2,New Customers
12607.0,57,202,3.552713678800501e-15,3,One-Time Big Spenders
12609.0,77,60,1126.85,3,One-Time Big Spenders
12610.0,22,111,2057.99,0,Loyal Customers
12611.0,51,65,1193.32,3,One-Time Big Spenders
12612.0,57,21,643.59,3,One-Time Big Spenders
12613.0,30,163,3218.98,0,Loyal Customers
12614.0,277,20,315.6,2,New Customers
12615.0,1,105,2291.19,0,Loyal Customers
12616.0,84,36,657.25,3,One-Time Big Spenders
12617.0,28,42,355.53,0,Loyal Customers
12618.0,21,11,177.31,0,Loyal Customers
12619.0,15,95,3214.81,0,Loyal Customers
12620.0,14,92,1339.41,0,Loyal Customers
12621.0,1,474,13612.07,0,Loyal Customers
12622.0,231,11,180.1,1,Dormant Customers
12623.0,275,18,305.1,2,New Customers
12624.0,105,38,641.13,3,One-Time Big Spenders
12625.0,211,91,2614.32,1,Dormant Customers
12626.0,22,307,6388.35,0,Loyal Customers
12627.0,10,230,4478.53,0,Loyal Customers
12628.0,3,43,769.61,0,Loyal Customers
12630.0,9,64,1270.88,0,Loyal Customers
12631.0,56,31,640.5,3,One-Time Big Spenders
12633.0,58,103,2140.63,3,One-Time Big Spenders
12635.0,89,101,1689.18,3,One-Time Big Spenders
12637.0,66,394,5953.25,3,One-Time Big Spenders
12638.0,32,39,671.69,0,Loyal Customers
12639.0,238,22,486.1,1,Dormant Customers
12640.0,23,53,1174.58,0,Loyal Customers
12641.0,114,10,185.9,3,One-Time Big Spenders
12642.0,24,47,1013.26,0,Loyal Customers
12643.0,127,24,3344.64,3,One-Time Big Spenders
12644.0,129,31,477.91,3,One-Time Big Spenders
12645.0,33,74,1755.38,0,Loyal Customers
12646.0,4,45,1346.97,0,Loyal Customers
12647.0,21,128,3669.92,0,Loyal Customers
12648.0,154,21,318.05,1,Dormant Customers
12649.0,106,33,603.71,3,One-Time Big Spenders
12650.0,2,20,314.44,0,Loyal Customers
12651.0,334,9,114.0,2,New Customers
12652.0,321,51,914.53,2,New Customers
12653.0,148,43,2209.85,1,Dormant Customers
12654.0,10,38,601.98,0,Loyal Customers
12656.0,16,130,3982.72,0,Loyal Customers
12657.0,10,56,1152.06,0,Loyal Customers
12658.0,18,36,686.05,0,Loyal Customers
12659.0,29,5,91.68,0,Loyal Customers
12660.0,10,13,245.1,0,Loyal Customers
12662.0,0,232,3817.08,0,Loyal Customers
12664.0,7,38,4863.88,0,Loyal Customers
12665.0,324,4,61.75,2,New Customers
12666.0,358,2,-227.44,2,New Customers
12667.0,57,33,620.13,3,One-Time Big Spenders
12668.0,6,168,3743.18,0,Loyal Customers
12669.0,150,102,1607.73,1,Dormant Customers
12670.0,9,94,2986.15,0,Loyal Customers
12672.0,329,10,225.89999999999998,2,New Customers
12673.0,4,42,610.52,0,Loyal Customers
12674.0,11,91,1919.31,0,Loyal Customers
12676.0,24,45,1331.39,0,Loyal Customers
12678.0,41,167,17588.26,0,Loyal Customers
12679.0,51,56,1058.67,3,One-Time Big Spenders
12680.0,0,52,862.81,0,Loyal Customers
12681.0,14,646,13677.59,0,Loyal Customers
12682.0,3,525,12288.22,0,Loyal Customers
12683.0,3,362,8221.09,0,Loyal Customers
12684.0,7,105,2283.63,0,Loyal Customers
12685.0,27,157,2863.08,0,Loyal Customers
12686.0,371,7,89.14,2,New Customers
12688.0,113,171,4873.8099999999995,3,One-Time Big Spenders
12689.0,25,72,1247.61,0,Loyal Customers
12690.0,205,16,389.01,1,Dormant Customers
12691.0,27,32,1035.8,0,Loyal Customers
12693.0,120,41,830.96,3,One-Time Big Spenders
12694.0,69,37,869.67,3,One-Time Big Spenders
12695.0,6,27,582.1,0,Loyal Customers
12697.0,20,43,939.02,0,Loyal Customers
12700.0,7,270,4867.99,0,Loyal Customers
12701.0,79,53,797.71,3,One-Time Big Spenders
12702.0,19,12,219.0,0,Loyal Customers
12703.0,63,22,274.7,3,One-Time Big Spenders
12704.0,6,90,2220.84,0,Loyal Customers
12705.0,14,348,6814.24,0,Loyal Customers
12707.0,291,33,603.42,2,New Customers
12708.0,29,174,2616.32,0,Loyal Customers
12709.0,2,257,9294.1,0,Loyal Customers
12710.0,96,79,1130.57,3,One-Time Big Spenders
12712.0,22,142,4241.63,0,Loyal Customers
12713.0,0,38,848.55,0,Loyal Customers
12714.0,8,259,4708.86,0,Loyal Customers
12715.0,105,21,353.86,3,One-Time Big Spenders
12716.0,3,69,1053.49,0,Loyal Customers
12717.0,150,56,980.98,1,Dormant Customers
12718.0,70,19,238.25,3,One-Time Big Spenders
12719.0,4,42,608.1,0,Loyal Customers
12720.0,2,359,5713.28,0,Loyal Customers
12721.0,31,164,2628.98,0,Loyal Customers
12722.0,84,57,904.33,3,One-Time Big Spenders
12723.0,3,69,725.07,0,Loyal Customers
12724.0,4,53,1031.41,0,Loyal Customers
12725.0,370,24,427.8,2,New Customers
12726.0,27,124,2609.1,0,Loyal Customers
12727.0,10,141,3947.7,0,Loyal Customers
12728.0,70,46,836.33,3,One-Time Big Spenders
12729.0,113,26,453.01,3,One-Time Big Spenders
12731.0,23,277,18793.41,0,Loyal Customers
12732.0,179,12,236.26000000000002,1,Dormant Customers
12733.0,233,22,383.95,1,Dormant Customers
12734.0,352,4,110.39999999999999,2,New Customers
12735.0,314,43,779.5699999999999,2,New Customers
12736.0,332,4,234.0,2,New Customers
12738.0,371,11,155.35,2,New Customers
12739.0,77,38,1013.04,3,One-Time Big Spenders
12740.0,63,27,427.6,3,One-Time Big Spenders
12743.0,133,134,546.43,1,Dormant Customers
12744.0,51,229,9120.39,3,One-Time Big Spenders
12747.0,1,103,4196.01,0,Loyal Customers
12748.0,0,4642,29072.1,0,Loyal Customers
12749.0,3,231,3868.2,0,Loyal Customers
12750.0,128,15,275.88,3,One-Time Big Spenders
12752.0,80,53,4366.78,3,One-Time Big Spenders
12753.0,3,230,21024.01,0,Loyal Customers
12754.0,235,65,2949.12,1,Dormant Customers
12755.0,249,6,2203.2,2,New Customers
12756.0,86,4,112.07999999999998,3,One-Time Big Spenders
12757.0,15,377,4227.7,0,Loyal Customers
12758.0,116,97,2791.59,3,One-Time Big Spenders
12759.0,51,95,1531.44,3,One-Time Big Spenders
12762.0,7,69,1898.52,0,Loyal Customers
12763.0,137,18,494.08,1,Dormant Customers
12764.0,316,45,1693.88,2,New Customers
12766.0,3,310,6989.63,0,Loyal Customers
12769.0,238,32,1143.6,1,Dormant Customers
12770.0,210,12,1351.45,1,Dormant Customers
12772.0,59,55,892.47,3,One-Time Big Spenders
12775.0,16,67,1351.24,0,Loyal Customers
12778.0,19,51,804.23,0,Loyal Customers
12779.0,20,159,3868.7,0,Loyal Customers
12781.0,20,30,707.72,0,Loyal Customers
12782.0,4,107,2273.32,0,Loyal Customers
12783.0,1,86,1603.87,0,Loyal Customers
12784.0,8,59,574.42,0,Loyal Customers
12785.0,2,15,305.71,0,Loyal Customers
12787.0,9,20,463.66,0,Loyal Customers
12789.0,64,4,91.85,3,One-Time Big Spenders
12790.0,191,21,324.92,1,Dormant Customers
12791.0,373,2,192.60000000000002,2,New Customers
12792.0,256,25,400.53999999999996,2,New Customers
12793.0,334,24,545.48,2,New Customers
12794.0,52,45,860.41,3,One-Time Big Spenders
12795.0,18,14,430.48,0,Loyal Customers
12797.0,359,17,194.18,2,New Customers
12798.0,9,8,6977.04,0,Loyal Customers
12802.0,183,26,412.58,1,Dormant Customers
12808.0,36,28,483.65000000000003,0,Loyal Customers
12809.0,167,26,484.36,1,Dormant Customers
12811.0,260,31,514.85,2,New Customers
12812.0,44,15,229.64000000000001,0,Loyal Customers
12814.0,101,2,125.92,3,One-Time Big Spenders
12815.0,147,47,1063.46,1,Dormant Customers
12816.0,95,29,572.2,3,One-Time Big Spenders
12817.0,280,4,166.04,2,New Customers
12818.0,177,16,1517.88,1,Dormant Customers
12820.0,2,59,942.34,0,Loyal Customers
12821.0,213,6,92.72,1,Dormant Customers
12822.0,70,47,918.98,3,One-Time Big Spenders
12823.0,74,5,1759.5,3,One-Time Big Spenders
12824.0,59,25,397.12,3,One-Time Big Spenders
12826.0,2,94,1468.1200000000001,0,Loyal Customers
12827.0,5,25,430.15000000000003,0,Loyal Customers
12828.0,2,56,1018.71,0,Loyal Customers
12829.0,321,12,253.05,2,New Customers
12830.0,37,39,6748.4,0,Loyal Customers
12831.0,261,9,215.05,2,New Customers
12832.0,31,27,383.03,0,Loyal Customers
12833.0,144,24,417.38,1,Dormant Customers
12834.0,282,18,312.38,2,New Customers
12836.0,58,175,2612.86,3,One-Time Big Spenders
12837.0,172,12,134.1,1,Dormant Customers
12838.0,33,123,683.13,0,Loyal Customers
12839.0,2,316,5583.62,0,Loyal Customers
12840.0,143,116,2714.27,1,Dormant Customers
12841.0,4,439,3876.4,0,Loyal Customers
12842.0,69,34,1118.99,3,One-Time Big Spenders
12843.0,65,108,1680.76,3,One-Time Big Spenders
12844.0,28,52,325.96000000000004,0,Loyal Customers
12845.0,266,27,354.09,2,New Customers
12847.0,21,91,871.54,0,Loyal Customers
12849.0,30,51,1050.8899999999999,0,Loyal Customers
12851.0,96,50,135.18,3,One-Time Big Spenders
12852.0,289,20,299.75,2,New Customers
12853.0,107,84,1881.7,3,One-Time Big Spenders
12854.0,78,115,1289.15,3,One-Time Big Spenders
12855.0,372,3,38.1,2,New Customers
12856.0,7,317,2162.68,0,Loyal Customers
12857.0,210,46,1106.4,1,Dormant Customers
12863.0,51,6,504.2,3,One-Time Big Spenders
12864.0,137,3,147.12,1,Dormant Customers
12865.0,25,96,1548.07,0,Loyal Customers
12866.0,282,26,559.12,2,New Customers
12867.0,25,551,3986.22,0,Loyal Customers
12868.0,185,107,1607.0600000000002,1,Dormant Customers
12870.0,365,2,-14.899999999999999,2,New Customers
12871.0,83,11,380.64,3,One-Time Big Spenders
12872.0,326,66,599.97,2,New Customers
12873.0,281,4,374.0,2,New Customers
12875.0,142,2,343.2300000000001,1,Dormant Customers
12876.0,57,85,2218.02,3,One-Time Big Spenders
12877.0,3,154,1535.77,0,Loyal Customers
12878.0,17,49,841.64,0,Loyal Customers
12879.0,44,12,552.5699999999999,0,Loyal Customers
12881.0,275,7,298.0,2,New Customers
12882.0,8,13,1463.04,0,Loyal Customers
12883.0,24,42,703.47,0,Loyal Customers
12884.0,87,7,309.05,3,One-Time Big Spenders
12885.0,62,72,1158.27,3,One-Time Big Spenders
12886.0,67,86,1351.09,3,One-Time Big Spenders
12888.0,213,7,313.77,1,Dormant Customers
12890.0,23,82,380.46999999999997,0,Loyal Customers
12891.0,185,3,331.0,1,Dormant Customers
12893.0,30,34,188.14,0,Loyal Customers
12895.0,41,24,347.3,0,Loyal Customers
12897.0,204,4,216.5,1,Dormant Customers
12901.0,8,125,16293.1,0,Loyal Customers
12902.0,264,10,138.68,2,New Customers
12904.0,17,72,509.58,0,Loyal Customers
12906.0,11,63,2919.81,0,Loyal Customers
12908.0,58,4,246.0,3,One-Time Big Spenders
12909.0,39,96,2128.83,0,Loyal Customers
12910.0,22,75,3075.04,0,Loyal Customers
12912.0,2,24,1662.3,0,Loyal Customers
12913.0,4,50,2483.63,0,Loyal Customers
12915.0,148,22,363.65,1,Dormant Customers
12916.0,138,109,2982.35,1,Dormant Customers
12917.0,127,2,594.0,3,One-Time Big Spenders
12919.0,7,52,1301.44,0,Loyal Customers
12920.0,16,28,164.23,0,Loyal Customers
12921.0,3,741,16389.74,0,Loyal Customers
12922.0,160,28,405.38,1,Dormant Customers
12923.0,63,29,176.97,3,One-Time Big Spenders
12924.0,87,31,929.95,3,One-Time Big Spenders
12925.0,4,45,694.05,0,Loyal Customers
12928.0,34,84,2062.7000000000003,0,Loyal Customers
12929.0,121,9,105.1,3,One-Time Big Spenders
12930.0,77,27,409.9,3,One-Time Big Spenders
12931.0,21,102,33462.81,0,Loyal Customers
12933.0,23,107,606.28,0,Loyal Customers
12935.0,1,130,2156.45,0,Loyal Customers
12936.0,16,63,1012.9,0,Loyal Customers
12937.0,14,120,1504.27,0,Loyal Customers
12938.0,25,9,114.14,0,Loyal Customers
12939.0,63,47,11581.8,3,One-Time Big Spenders
12940.0,45,103,876.29,0,Loyal Customers
12942.0,130,75,683.9,3,One-Time Big Spenders
12943.0,300,1,-3.75,2,New Customers
12944.0,35,30,604.51,0,Loyal Customers
12945.0,287,23,462.95,2,New Customers
12947.0,143,103,1407.29,1,Dormant Customers
12948.0,15,118,2053.7,0,Loyal Customers
12949.0,30,219,4143.02,0,Loyal Customers
12950.0,1,23,1843.0,0,Loyal Customers
12951.0,8,65,1042.07,0,Loyal Customers
12952.0,5,80,1382.8400000000001,0,Loyal Customers
12953.0,9,17,329.85,0,Loyal Customers
12955.0,0,183,4734.26,0,Loyal Customers
12956.0,305,19,108.07,2,New Customers
12957.0,3,244,3979.04,0,Loyal Customers
12962.0,6,16,266.39,0,Loyal Customers
12963.0,7,96,1841.03,0,Loyal Customers
12965.0,88,109,771.91,3,One-Time Big Spenders
12966.0,9,10,160.18,0,Loyal Customers
12967.0,2,33,1194.75,0,Loyal Customers
12968.0,111,5,135.95,3,One-Time Big Spenders
12970.0,6,151,452.24,0,Loyal Customers
12971.0,3,308,10930.26,0,Loyal Customers
12974.0,197,8,144.8,1,Dormant Customers
12976.0,211,22,738.6,1,Dormant Customers
12977.0,155,9,39.239999999999995,1,Dormant Customers
12980.0,155,24,7092.06,1,Dormant Customers
12981.0,29,20,372.21999999999997,0,Loyal Customers
12982.0,239,34,377.2,1,Dormant Customers
12984.0,18,4,97.5,0,Loyal Customers
12985.0,0,78,1215.6200000000001,0,Loyal Customers
12987.0,73,30,545.0,3,One-Time Big Spenders
12988.0,291,92,535.32,2,New Customers
12989.0,2,68,6854.51,0,Loyal Customers
12990.0,30,13,409.5,0,Loyal Customers
12991.0,22,31,503.76,0,Loyal Customers
12993.0,22,27,414.76,0,Loyal Customers
12994.0,3,73,902.22,0,Loyal Customers
12995.0,77,5,200.72,3,One-Time Big Spenders
12997.0,21,67,1197.94,0,Loyal Customers
12999.0,195,28,455.88,1,Dormant Customers
13000.0,106,31,534.85,3,One-Time Big Spenders
13001.0,3,342,9797.92,0,Loyal Customers
13002.0,317,7,120.94999999999999,2,New Customers
13003.0,105,6,149.05,3,One-Time Big Spenders
13004.0,11,409,5613.43,0,Loyal Customers
13005.0,173,29,468.95,1,Dormant Customers
13006.0,55,4,81.57,3,One-Time Big Spenders
13008.0,322,15,178.46999999999997,2,New Customers
13011.0,371,3,50.550000000000004,2,New Customers
13012.0,8,107,1311.6200000000001,0,Loyal Customers
13013.0,0,222,4786.99,0,Loyal Customers
13014.0,2,124,3365.43,0,Loyal Customers
13015.0,52,176,3346.28,3,One-Time Big Spenders
13016.0,72,47,789.89,3,One-Time Big Spenders
13017.0,6,1,204.0,0,Loyal Customers
13018.0,15,459,7272.75,0,Loyal Customers
13021.0,3,134,2584.4,0,Loyal Customers
13023.0,63,40,689.9,3,One-Time Big Spenders
13026.0,0,43,936.15,0,Loyal Customers
13027.0,113,26,6912.0,3,One-Time Big Spenders
13028.0,22,47,659.68,0,Loyal Customers
13029.0,30,10,1247.5,0,Loyal Customers
13030.0,10,99,799.48,0,Loyal Customers
13032.0,38,75,996.52,0,Loyal Customers
13033.0,356,11,190.55,2,New Customers
13034.0,54,37,642.77,3,One-Time Big Spenders
13035.0,57,30,886.63,3,One-Time Big Spenders
13037.0,137,48,881.07,1,Dormant Customers
13038.0,79,28,908.46,3,One-Time Big Spenders
13040.0,8,43,676.99,0,Loyal Customers
13043.0,253,14,471.57,2,New Customers
13044.0,290,33,560.47,2,New Customers
13045.0,98,18,305.28000000000003,3,One-Time Big Spenders
13046.0,30,35,629.31,0,Loyal Customers
13047.0,31,196,3079.1,0,Loyal Customers
13048.0,13,137,1805.91,0,Loyal Customers
13049.0,63,14,656.6800000000001,3,One-Time Big Spenders
13050.0,8,422,5684.61,0,Loyal Customers
13052.0,211,18,348.15000000000003,1,Dormant Customers
13055.0,63,78,1201.96,3,One-Time Big Spenders
13058.0,24,8,271.40000000000003,0,Loyal Customers
13059.0,249,8,183.4,2,New Customers
13060.0,253,15,307.53,2,New Customers
13061.0,71,10,248.61,3,One-Time Big Spenders
13062.0,190,11,346.98,1,Dormant Customers
13064.0,12,69,1119.49,0,Loyal Customers
13065.0,372,14,205.86,2,New Customers
13066.0,23,49,430.9,0,Loyal Customers
13067.0,81,15,115.46000000000001,3,One-Time Big Spenders
13068.0,9,2,344.0,0,Loyal Customers
13069.0,0,470,3717.82,0,Loyal Customers
13070.0,191,9,228.8,1,Dormant Customers
13072.0,266,7,177.15,2,New Customers
13075.0,129,22,919.61,3,One-Time Big Spenders
13077.0,0,112,729.27,0,Loyal Customers
13078.0,0,380,12432.28,0,Loyal Customers
13079.0,3,6,220.10000000000002,0,Loyal Customers
13080.0,178,6,58.08,1,Dormant Customers
13081.0,0,1061,27964.48,0,Loyal Customers
13082.0,125,75,3595.48,3,One-Time Big Spenders
13083.0,3,18,303.75,0,Loyal Customers
13085.0,157,29,272.38,1,Dormant Customers
13089.0,2,1857,57385.88,0,Loyal Customers
13090.0,8,161,8689.39,0,Loyal Customers
13091.0,20,24,319.82,0,Loyal Customers
13092.0,70,26,459.83,3,One-Time Big Spenders
13093.0,266,170,7741.47,2,New Customers
13094.0,20,30,1708.8600000000001,0,Loyal Customers
